City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Jaca,ES,42.569,-0.5499,46.6,81,100,6.89,overcast clouds
466,Garissa,KE,-0.4536,39.6401,85.51,56,100,6.82,overcast clouds
467,Haines Junction,CA,60.7522,-137.5108,-9.38,99,100,2.8,overcast clouds
468,Teguise,ES,29.0605,-13.564,62.82,59,75,28.77,broken clouds
469,Bloomfield,US,40.8068,-74.1854,48.04,49,90,4.0,overcast clouds
470,Beringovskiy,RU,63.05,179.3167,30.58,78,97,18.48,overcast clouds
471,Tecuci,RO,45.8497,27.4344,40.71,71,99,16.58,overcast clouds
472,Kargasok,RU,59.0556,80.8572,22.73,89,99,12.08,overcast clouds
473,Kyshtovka,RU,56.555,76.6271,21.11,92,90,13.82,overcast clouds
474,Culebra,PR,18.303,-65.301,86.04,74,68,10.27,broken clouds
475,Huarmey,PE,-10.0681,-78.1522,72.01,73,61,9.31,broken clouds
476,Vieksniai,LT,56.2333,22.5167,29.17,98,79,4.47,broken clouds
477,Cairo,EG,30.0626,31.2497,68.76,52,75,10.36,broken clouds
478,Sovetskiy,RU,61.3614,63.5842,15.49,90,94,8.3,overcast clouds
479,Valparaiso,CL,-33.0393,-71.6273,68.23,64,0,8.05,clear sky
480,Lima,PE,-12.0432,-77.0282,69.13,77,75,10.36,broken clouds
481,Christchurch,NZ,-43.5333,172.6333,68.02,77,90,2.3,light rain
482,Batagay,RU,67.6333,134.6333,-34.65,96,99,3.87,overcast clouds
483,Bambanglipuro,ID,-7.95,110.2833,79.56,85,98,4.32,overcast clouds
484,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.53,93,89,11.43,overcast clouds
485,Yeppoon,AU,-23.1333,150.7333,76.78,82,0,13.22,clear sky
486,Insar,RU,53.8653,44.3738,36.82,98,100,12.82,overcast clouds
487,Xining,CN,36.6167,101.7667,28.51,36,0,1.97,clear sky
488,Chicama,PE,-7.8447,-79.1469,64.94,63,93,7.67,overcast clouds
489,Murgab,TM,37.4966,61.9714,48.56,44,99,13.44,overcast clouds
490,Sechura,PE,-5.5569,-80.8222,77.0,57,100,8.39,overcast clouds
491,Ingham,US,42.6,-84.3833,34.56,92,90,6.91,light snow
492,Kabo,CF,7.6994,18.629,88.57,37,72,6.93,broken clouds
493,Formosa,AR,-26.1775,-58.1781,89.58,37,0,10.36,clear sky
494,Chabahar,IR,25.2919,60.643,76.1,64,0,10.18,clear sky
495,Naftalan,AZ,40.5067,46.825,38.62,73,58,4.03,broken clouds
496,Millau,FR,44.0833,2.9167,41.4,82,94,6.6,overcast clouds
497,Gorontalo,ID,0.5412,123.0595,76.66,94,100,3.56,overcast clouds
498,Chokurdakh,RU,70.6333,147.9167,-18.02,94,100,15.64,overcast clouds
499,Koulikoro,ML,14.0,-7.75,96.84,9,14,7.25,few clouds
500,Kalach-Na-Donu,RU,48.691,43.5264,42.12,70,100,13.09,overcast clouds
501,Port Blair,IN,11.6667,92.75,79.93,83,11,9.28,few clouds
502,Yarada,IN,17.65,83.2667,69.78,95,100,19.33,moderate rain
503,Palmer,US,42.1584,-72.3287,40.73,50,75,4.0,broken clouds
504,Salinopolis,BR,-0.6136,-47.3561,82.27,77,81,4.72,broken clouds
505,Muros,ES,42.7762,-9.0603,56.98,93,100,12.1,overcast clouds
506,Tiassale,CI,5.8983,-4.8283,93.45,42,96,4.92,overcast clouds
507,Sao Lourenco Do Oeste,BR,-26.3592,-52.8511,82.71,33,0,4.09,clear sky
508,Curup,ID,-3.4667,102.5333,69.17,98,99,0.69,moderate rain
509,Honningsvag,NO,70.9821,25.9704,24.55,74,20,9.22,few clouds
510,Sakakah,SA,29.9697,40.2064,58.98,34,25,8.59,scattered clouds
511,Tevaitoa,PF,-16.7833,-151.5,81.34,66,79,21.56,broken clouds
512,Mbarara,UG,-0.608,30.65,65.89,86,96,2.93,light rain
513,Silver City,US,32.7701,-108.2803,57.31,44,75,1.99,broken clouds
514,Villa Rica,US,33.7321,-84.9191,68.77,66,17,3.69,few clouds
515,Kibala,TD,9.1104,18.3463,92.07,20,14,3.94,few clouds
516,Masvingo,ZW,-20.0637,30.8277,88.88,23,32,7.78,scattered clouds
517,Iskateley,RU,67.6803,53.1512,-5.24,99,93,6.38,overcast clouds
518,Batemans Bay,AU,-35.7167,150.1833,65.19,90,100,2.68,overcast clouds
519,Lobito,AO,-12.3481,13.5456,78.57,82,51,5.88,light rain
520,Corn Island,NI,12.1694,-83.0418,80.56,81,94,19.86,overcast clouds
521,Agirish,RU,61.9247,63.0231,14.38,91,97,9.24,overcast clouds
522,Grootfontein,NA,-19.5667,18.1167,79.75,42,82,7.52,broken clouds
523,Dubbo,AU,-32.25,148.6167,64.53,82,15,0.0,few clouds
524,Gumdag,TM,39.2061,54.5906,46.26,72,100,16.49,overcast clouds
525,Buta,CD,2.7858,24.73,77.38,81,100,2.89,overcast clouds
526,Luau,AO,-10.7073,22.2247,66.16,93,79,5.17,light rain
527,Ginda,IN,30.6945,78.4932,47.23,71,6,6.62,clear sky
528,Kudahuvadhoo,MV,2.6708,72.8944,82.76,75,8,7.34,clear sky
529,Ihosy,MG,-22.4,46.1167,76.55,58,4,11.59,clear sky
530,Glenwood Springs,US,39.5505,-107.3248,49.23,55,1,0.0,clear sky
531,Kapuskasing,CA,49.4169,-82.4331,5.77,79,7,6.89,clear sky
532,Cap-Aux-Meules,CA,47.3821,-61.8597,46.45,93,75,14.97,broken clouds
533,Athabasca,CA,54.7169,-113.2854,20.48,76,0,8.1,clear sky
534,Homberg,DE,51.0333,9.4,34.61,80,75,16.11,broken clouds
535,Sao Filipe,CV,14.8961,-24.4956,76.89,66,36,9.95,scattered clouds
536,Keti Bandar,PK,24.1447,67.4497,75.58,49,0,7.56,clear sky
537,Ahuimanu,US,21.4447,-157.8378,73.11,80,47,8.7,light rain
538,Roma,US,43.2128,-75.4557,35.65,63,75,1.99,broken clouds
539,Quesnel,CA,52.9999,-122.5029,19.29,92,58,4.9,broken clouds
540,Mudon,MM,16.2578,97.7164,72.86,73,58,5.86,broken clouds
541,Belaya Kholunitsa,RU,58.84,50.8528,15.03,99,92,3.27,overcast clouds
542,Tahe,CN,52.3333,124.7333,-8.9,93,13,3.49,few clouds
543,Kampot,KH,10.6167,104.1833,80.65,78,78,5.86,broken clouds
544,Wenatchee,US,47.4235,-120.3103,39.6,73,1,6.91,clear sky
545,Rocha,UY,-34.4833,-54.3333,70.52,61,76,10.54,broken clouds
546,Koson,UZ,39.0375,65.585,50.32,37,100,7.63,overcast clouds
547,Pajacuaran,MX,20.1167,-102.5667,66.24,42,87,3.02,overcast clouds
548,Ajdabiya,LY,30.7554,20.2263,67.87,30,100,14.83,overcast clouds
549,Soyo,AO,-6.1349,12.3689,81.5,80,84,9.73,broken clouds
550,Goianapolis,BR,-16.5106,-49.0239,85.28,69,72,3.44,broken clouds
551,Hualmay,PE,-11.0964,-77.6139,71.82,72,73,9.6,broken clouds
552,Kankakee,US,41.15,-87.8667,50.04,72,20,12.28,few clouds
553,Maputo,MZ,-25.9653,32.5892,77.23,83,13,11.99,few clouds
554,Rzhaksa,RU,52.1338,42.0264,40.28,94,100,15.86,overcast clouds
555,Luis Correia,BR,-2.8792,-41.6669,91.4,66,75,17.27,broken clouds
556,Vanavara,RU,60.34,102.2797,29.28,75,100,13.67,overcast clouds
557,Great Yarmouth,GB,52.6083,1.7305,44.94,92,100,8.84,overcast clouds
558,Genhe,CN,50.7833,121.5167,-9.56,97,5,1.66,clear sky
559,Los Alamos,US,35.8881,-106.307,52.05,41,1,3.0,clear sky
560,Wajima,JP,37.4,136.9,44.87,86,100,13.82,overcast clouds
561,Mitchell,US,43.7094,-98.0298,43.11,73,1,11.01,clear sky
562,Aranos,NA,-24.1333,19.1167,73.17,62,75,9.53,light rain
563,Kapchorwa,UG,1.3965,34.4509,67.42,55,100,6.04,overcast clouds
564,Bayan,CN,46.0833,127.4,-4.34,92,7,5.44,clear sky
565,Nederweert,NL,51.2833,5.7333,41.59,90,100,20.67,overcast clouds
566,Bitam,GA,2.076,11.5007,73.11,93,100,2.28,light rain
567,Salekhard,RU,66.53,66.6019,-2.04,85,100,9.51,overcast clouds
568,Kolpashevo,RU,58.3131,82.9089,29.14,92,100,13.44,light snow
569,Baghdad,IQ,33.3406,44.4009,58.91,26,62,8.19,broken clouds
570,Ocos,GT,14.5094,-92.1933,92.73,61,90,2.89,overcast clouds
571,Sesheke,ZM,-17.4759,24.2968,98.49,14,70,5.39,broken clouds
572,Ciudad Bolivar,VE,8.1222,-63.5497,88.93,46,89,8.66,overcast clouds
573,Maldonado,UY,-34.6667,-54.9167,72.79,42,20,7.49,few clouds
574,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,76,75,7.0,broken clouds
575,Noumea,NC,-22.2763,166.4572,81.0,99,100,6.8,overcast clouds
576,Waqqas,JO,32.5427,35.6053,68.52,45,100,0.65,overcast clouds
577,Atbasar,KZ,51.8,68.3333,17.74,94,36,14.74,scattered clouds
578,San Juan,AR,-31.5375,-68.5364,72.3,54,98,18.79,overcast clouds
579,Severomuysk,RU,56.1481,113.4267,-1.07,97,79,4.9,broken clouds
580,Houma,US,29.5958,-90.7195,69.01,85,55,2.57,broken clouds
581,Abeche,TD,13.8292,20.8324,85.39,18,0,4.47,clear sky
582,Morondava,MG,-20.2833,44.2833,81.97,77,46,10.98,scattered clouds
583,Garowe,SO,8.4054,48.4845,80.91,26,0,6.15,clear sky
584,Pundaguitan,PH,6.3711,126.1689,78.26,86,100,7.16,heavy intensity rain
585,Taksimo,RU,56.3444,114.8794,-1.05,96,92,0.38,overcast clouds
586,Guapo,BR,-16.8306,-49.5319,88.18,55,48,2.51,scattered clouds
587,Greenwood,US,34.1668,-82.1165,71.87,46,1,0.0,clear sky
588,Hovd,MN,48.0056,91.6419,15.55,62,32,1.01,scattered clouds
589,Bhinga,IN,27.7167,81.9333,68.45,73,10,3.69,clear sky
590,Sayyan,YE,15.1718,44.3244,53.94,23,0,4.68,clear sky
591,Korla,CN,41.7597,86.1469,27.27,46,0,1.32,clear sky
592,Ardakan,IR,32.31,54.0175,50.38,55,1,2.98,clear sky
593,Oistins,BB,13.0667,-59.5333,86.09,70,40,18.41,scattered clouds
594,Narragansett,US,41.4501,-71.4495,43.83,52,1,17.0,clear sky
595,Sri Aman,MY,1.2376,111.4621,74.17,99,100,1.92,overcast clouds
596,Teya,RU,60.3778,92.6267,29.55,88,100,12.95,overcast clouds
597,Finnsnes,NO,69.2296,17.9811,20.34,96,46,5.77,scattered clouds
598,Mumford,GH,5.2618,-0.759,83.17,74,78,11.86,broken clouds
599,Lichuan,CN,30.3,108.85,40.5,78,100,0.83,overcast clouds
600,Vila,PT,42.0304,-8.1588,42.69,92,96,3.87,overcast clouds
601,Nerja,ES,36.7585,-3.8873,65.95,35,0,1.43,clear sky
602,Umm Lajj,SA,25.0213,37.2685,77.88,56,13,9.93,few clouds
603,Marsh Harbour,BS,26.5412,-77.0636,73.76,63,52,12.35,broken clouds
604,Makubetsu,JP,45.3714,141.8211,33.82,86,98,12.03,light rain
605,Laurens,US,32.4502,-82.9165,70.02,49,1,4.61,clear sky
606,Ust-Nera,RU,64.5667,143.2,-20.51,99,100,2.01,overcast clouds
607,Tazovskiy,RU,67.4667,78.7,-11.61,87,100,16.31,overcast clouds
608,Savannah Bight,HN,16.45,-85.85,82.0,64,37,11.74,scattered clouds
609,Musoma,TZ,-1.5,33.8,74.12,71,97,6.08,overcast clouds
610,Krasnoselkup,RU,65.7,82.4667,0.57,95,100,14.47,light snow
611,Lithakia,GR,37.7167,20.8333,63.77,88,75,25.32,thunderstorm
612,Lengshuijiang,CN,27.6881,111.4294,51.12,54,65,0.49,broken clouds
613,Sampit,ID,-2.5333,112.95,76.17,94,95,2.75,moderate rain
614,Mtambile,TZ,-5.3833,39.7,80.42,72,38,8.01,scattered clouds
615,Richards Bay,ZA,-28.783,32.0377,71.19,77,99,7.58,overcast clouds
616,Mairi,BR,-11.7114,-40.1489,88.59,46,62,4.63,broken clouds
617,Tsaratanana,MG,-16.7833,47.65,82.27,51,8,13.15,clear sky
618,Ensenada,MX,31.8667,-116.6167,62.87,66,2,2.33,clear sky
619,Melilla,ES,35.2937,-2.9383,61.18,44,0,13.8,clear sky
620,Shihezi,CN,44.3,86.0333,24.55,86,44,3.02,scattered clouds
621,Qaqortoq,GL,60.7167,-46.0333,18.1,68,9,8.48,clear sky
622,Shubarkuduk,KZ,49.1447,56.4872,31.86,82,79,8.86,broken clouds
623,Suksun,RU,57.1431,57.3949,25.88,92,98,13.11,overcast clouds
624,Baracoa,CU,20.3467,-74.4958,81.45,72,93,10.33,overcast clouds
625,Bonavista,CA,48.6499,-53.1147,49.12,94,100,35.14,light rain
626,Jati,PK,24.3539,68.2671,74.43,31,0,3.42,clear sky
627,Upata,VE,8.0086,-62.3989,81.19,47,76,5.97,broken clouds
628,Juegang,CN,32.3174,121.1855,43.92,60,0,4.61,clear sky
629,Tianmen,CN,30.6516,113.1603,52.3,22,100,3.8,overcast clouds
630,Novoilinsk,RU,51.6829,108.7143,10.8,92,60,2.44,broken clouds
631,Ust-Kuyga,RU,70.0167,135.6,-43.51,99,97,7.92,overcast clouds
632,Imola,IT,44.3523,11.7158,46.45,70,83,3.69,broken clouds
633,Talipparamba,IN,12.05,75.35,75.92,92,100,2.28,overcast clouds
634,Arman,RU,59.7,150.1667,-1.98,97,100,10.65,overcast clouds
635,Nanyamba,TZ,-10.6833,39.8333,79.39,60,26,9.13,scattered clouds
636,Tlacotepec,MX,20.0667,-97.8667,66.33,57,3,3.85,clear sky
637,Mzimba,MW,-11.9,33.6,74.39,35,0,7.74,clear sky
638,Bandarbeyla,SO,9.4942,50.8122,78.71,61,1,19.71,clear sky
639,Klyuchi,RU,52.2667,79.1667,27.66,88,80,10.76,broken clouds
640,Bahia Blanca,AR,-38.7196,-62.2724,63.46,78,100,14.85,overcast clouds
641,Cururupu,BR,-1.8283,-44.8683,82.13,77,97,2.46,overcast clouds
642,Kommunisticheskiy,RU,61.6789,64.4819,13.73,91,95,8.41,overcast clouds
643,Taoudenni,ML,22.6783,-3.9836,78.62,10,51,11.21,broken clouds
644,Terney,RU,45.0503,136.6092,10.96,74,1,10.94,clear sky
645,Sohag,EG,26.557,31.6948,67.89,32,19,8.03,few clouds
646,Steubenville,US,40.3698,-80.634,42.8,75,97,3.0,overcast clouds
647,Arlit,NE,18.7369,7.3853,85.21,9,84,5.7,broken clouds
648,Samarai,PG,-10.6167,150.6667,81.32,81,100,6.22,overcast clouds
649,Buritis,BR,-15.6178,-46.4233,89.06,54,91,1.03,overcast clouds
650,San Policarpo,PH,12.1791,125.5072,78.67,74,100,15.21,moderate rain
651,Taozhuang,CN,34.85,117.3333,42.57,47,0,1.92,clear sky
652,Nieuwkoop,NL,52.1508,4.7764,42.15,93,75,13.0,broken clouds
653,Yabrud,SY,33.9674,36.6574,44.26,66,97,1.92,overcast clouds
654,Xichang,CN,27.8964,102.2634,50.65,89,100,0.81,overcast clouds
655,Bafoulabe,ML,13.8065,-10.8321,101.75,8,29,6.26,scattered clouds
656,Kloulklubed,PW,7.0419,134.2556,75.7,84,100,20.92,light rain
657,Daru,PG,-9.0763,143.2092,80.92,84,100,6.24,overcast clouds
658,Ucluelet,CA,48.9329,-125.5528,32.95,74,100,3.94,overcast clouds
659,Temiscaming,CA,46.7212,-79.0971,17.47,52,3,9.22,clear sky
660,Sterling,US,39.0062,-77.4286,54.34,52,75,8.01,broken clouds
661,Haapiti,PF,-17.5667,-149.8667,74.93,71,23,18.41,few clouds
662,Buturlino,RU,55.5667,44.8974,35.06,93,100,10.22,overcast clouds
663,Partenit,UA,44.578,34.3446,54.21,81,82,12.17,broken clouds
664,Marystown,CA,47.1666,-55.1483,53.85,100,100,11.99,overcast clouds
665,Mindelo,CV,16.8901,-24.9804,76.55,53,20,32.21,few clouds
666,Ha Tinh,VN,18.3333,105.9,60.1,73,25,2.82,scattered clouds
667,Faya,SA,18.3851,42.4509,59.23,32,1,4.68,clear sky
668,Rizhao,CN,35.4275,119.4553,41.14,52,0,6.89,clear sky
669,Auki,SB,-8.7676,160.7034,77.16,86,87,1.9,overcast clouds
670,Naron,ES,43.5167,-8.1528,57.04,92,99,11.61,overcast clouds
671,Itarema,BR,-2.9248,-39.9167,89.67,55,94,16.93,overcast clouds
672,Riachao,BR,-7.3619,-46.6172,79.72,75,100,2.98,overcast clouds
673,Manyana,BW,-23.4,21.7167,89.87,25,63,16.17,broken clouds
674,Graaff-Reinet,ZA,-32.2522,24.5308,86.36,15,59,16.02,broken clouds
675,Ibra,OM,22.6906,58.5334,72.16,39,16,7.7,few clouds
676,Talara,PE,-4.5772,-81.2719,77.76,65,0,14.97,clear sky
677,Seoul,KR,37.5683,126.9778,31.44,34,0,7.05,clear sky
678,Bombay,IN,19.0144,72.8479,78.78,89,40,6.91,haze
679,Superior,US,46.7208,-92.1041,35.28,90,90,3.44,overcast clouds
680,Awbari,LY,26.5921,12.7805,77.47,16,100,17.05,overcast clouds
681,Mehamn,NO,71.0357,27.8492,24.98,73,40,8.05,scattered clouds
682,Tsumeb,NA,-19.2333,17.7167,86.88,31,46,11.18,scattered clouds
683,Wajir,KE,1.7471,40.0573,87.53,44,100,10.92,overcast clouds
684,Inirida,CO,3.8653,-67.9239,84.43,72,68,0.92,broken clouds
685,Byron Bay,AU,-28.65,153.6167,70.88,91,37,4.52,scattered clouds
686,Axim,GH,4.8699,-2.2405,84.33,69,76,9.17,broken clouds
687,Urdoma,RU,61.7533,48.5442,-1.01,100,94,3.38,overcast clouds
688,Mollendo,PE,-17.0231,-72.0147,70.43,73,69,9.48,broken clouds
689,Sungaipenuh,ID,-2.0833,101.3833,65.64,92,100,2.8,overcast clouds
690,Sistranda,NO,63.7256,8.834,21.9,68,2,24.99,clear sky
691,Santa Helena De Goias,BR,-17.8136,-50.5969,86.52,51,43,4.34,scattered clouds
692,Maragogi,BR,-9.0122,-35.2225,87.37,56,21,12.93,few clouds
693,Ritchie,ZA,-29.038,24.6028,79.81,54,100,11.01,overcast clouds
694,Kemijarvi,FI,66.7131,27.4306,7.23,97,88,3.87,overcast clouds
695,Lieksa,FI,63.3167,30.0167,16.21,77,100,13.44,overcast clouds
696,Juneau,US,58.3019,-134.4197,30.22,95,90,5.75,snow
697,Alta Floresta,BR,-9.8756,-56.0861,77.25,93,100,5.57,overcast clouds
